location,acci_counts
"(40.687636, -73.9777525)",0
"(40.687872, -73.978347)",0
"(40.688638, -73.980258)",0
"(40.6958741, -73.9823322)",0
"(40.8069238, -73.9355687)",106
"(40.80567, -73.936471)",23
"(40.806296, -73.936016)",51
"(40.8034745, -73.9312442)",0
"(40.8016938, -73.9334616)",0
"(40.8039448, -73.9323547)",0
"(40.8033714, -73.9329248)",0
"(40.808755, -73.9287729)",0
"(40.8136898, -73.9314117)",0
"(40.8136524, -73.9310111)",0
"(40.8135129, -73.9310447)",0
"(40.8106101, -73.9278156)",0
"(40.8110827, -73.9272841)",0
"(40.8037106, -73.9158479)",0
"(40.804905, -73.918819)",0
"(40.809106, -73.922886)",0
"(40.8132263, -73.9198743)",0
"(40.812894, -73.920119)",0
"(40.68682, -73.978208)",0
"(40.6997693, -73.984274)",0
"(40.6997479, -73.9835317)",0
"(40.6986709, -73.9869442)",0
"(40.722384, -74.003768)",65
"(40.7298614, -73.9914198)",38
"(40.7306923, -73.9905994)",0
"(40.7300532, -73.9910884)",28
"(40.717932, -74.000988)",38
"(40.7156034, -74.0030451)",55
"(40.716181, -74.002558)",27
"(40.7173003, -74.0015648)",25
"(40.716731, -74.002078)",20
"(40.7219848, -74.0082309)",77
"(40.7237578, -74.0079297)",0
"(40.7245757, -74.0077807)",11
"(40.7211966, -74.0083678)",0
"(40.7206456, -74.008466)",59
"(40.7284697, -74.0028017)",14
"(40.7714853, -73.918204)",0
"(40.772469, -73.919585)",0
"(40.7719916, -73.9188911)",0
"(40.753459, -73.941406)",0
"(40.6980202, -73.9619079)",0
"(40.730197, -73.954245)",0
"(40.73036, -73.952507)",0
"(40.7156531, -73.9944005)",0
"(40.7140539, -73.9901964)",37
"(40.7146759, -73.9911284)",24
"(40.7144192, -73.9902294)",23
"(40.6771225, -73.9006647)",0
"(40.677112, -73.903355)",0
"(40.714904, -74.0113427)",48
"(40.7152226, -74.0132124)",0
"(40.7200755, -74.0056591)",5
"(40.718269, -74.007052)",28
"(40.7194586, -74.0061348)",9
"(40.714383, -74.010128)",31
"(40.7176679, -74.0075333)",33
"(40.7149502, -74.0096777)",35
"(40.7463202, -73.9736421)",2
"(40.7598198, -73.9624293)",0
"(40.759667, -73.9582334)",0
"(40.7617963, -73.9574532)",66
"(40.7636674, -73.956084)",72
"(40.7630478, -73.9565374)",62
"(40.7624221, -73.9569952)",46
"(40.8203291, -73.9596517)",6
"(40.8317656, -73.935488)",0
"(40.8146596, -73.9362311)",70
"(40.8153225, -73.9357582)",55
"(40.8095418, -73.9359688)",0
"(40.810856, -73.939018)",66
"(40.812748, -73.937635)",158
"(40.7634881, -73.9692158)",0
"(40.7710455, -73.9636829)",0
"(40.7666184, -73.9669476)",0
"(40.7628767, -73.9696806)",0
"(40.7788039, -73.9580227)",0
"(40.7653743, -73.9678596)",0
"(40.7729988, -73.9622579)",0
"(40.7717236, -73.9631882)",0
"(40.7742658, -73.9613336)",0
"(40.7768948, -73.9594155)",0
"(40.778169, -73.9584859)",0
"(40.7794356, -73.9575618)",0
"(40.7684994, -73.9655756)",0
"(40.7641179, -73.9687667)",0
"(40.7820524, -73.9556525)",0
"(40.7703721, -73.9642042)",0
"(40.7858022, -73.9529164)",0
"(40.7845639, -73.95382)",0
"(40.8019333, -73.9415079)",0
"(40.8082894, -73.9368805)",0
"(40.808916, -73.9364244)",0
"(40.80704, -73.9377902)",0
"(40.8076662, -73.9373376)",0
"(40.8044448, -73.9396795)",0
"(40.8057933, -73.9386978)",0
"(40.8038174, -73.9401362)",0
"(40.7896936, -73.9373914)",0
"(40.7887016, -73.9378507)",30
"(40.7800199, -73.9441478)",0
"(40.7830294, -73.9440329)",0
"(40.7846024, -73.9419556)",24
"(40.783656, -73.9434977)",19
"(40.7834903, -73.9750404)",0
"(40.7738325, -73.9821224)",0
"(40.7753835, -73.9877347)",41
"(40.7628723, -73.9677091)",138
"(40.7635824, -73.9694382)",0
"(40.7642198, -73.9709542)",125
"(40.7459612, -73.9746888)",0
"(40.7457203, -73.9741169)",0
"(40.7416809, -74.0049194)",53
"(40.8670932, -73.9208274)",6
"(40.8487641, -73.9391561)",0
"(40.847838, -73.939524)",40
"(40.7827173, -73.9712566)",40
"(40.785305, -73.9693529)",166
"(40.7846108, -73.9698592)",57
"(40.7909899, -73.9652062)",43
"(40.7866043, -73.9684052)",37
"(40.7878728, -73.9674799)",40
"(40.7148556, -73.9829891)",0
"(40.713123, -73.953498)",0
"(40.7121913, -73.9540723)",0
"(40.7140674, -73.9516047)",0
"(40.7138268, -73.9515729)",0
"(40.749676, -73.943708)",0
"(40.7482251, -73.9416553)",0
"(40.7619859, -73.9424775)",0
"(40.760802, -73.939145)",0
"(40.7611, -73.93998)",0
"(40.761391, -73.940796)",0
"(40.7608163, -73.9628976)",0
"(40.750081, -73.94452)",0
"(40.7492584, -74.006655)",0
"(40.7388125, -74.0099059)",1
"(40.7618975, -73.9948916)",0
"(40.7627499, -73.9969249)",112
"(40.7625283, -73.9944373)",0
"(40.7633783, -73.9964573)",97
"(40.7692035, -73.9947289)",0
"(40.7640575, -73.9922415)",92
"(40.7652542, -73.9950835)",91
"(40.7616677, -73.9865661)",141
"(40.7604633, -73.9837062)",177
"(40.7667381, -73.9966729)",0
"(40.7466053, -73.9762222)",0
"(40.7464141, -73.9757618)",0
"(40.7466756, -73.97639)",0
"(40.7482941, -73.9783444)",141
"(40.7473272, -73.9760026)",1
"(40.7472528, -73.9758549)",0
"(40.7456054, -73.9757824)",0
"(40.753612, -74.0035577)",0
"(40.7501781, -74.0060705)",43
"(40.7507886, -74.0056363)",89
"(40.7572014, -73.9994859)",0
"(40.751088, -73.9868238)",152
"(40.7534779, -73.9925251)",237
"(40.7522886, -73.9896878)",176
"(40.7514433, -73.9876623)",42
"(40.7592985, -73.9967364)",0
"(40.7617881, -73.9946308)",0
"(40.762185, -73.9936069)",92
"(40.7624224, -73.9941692)",0
"(40.7597869, -73.9879285)",268
"(40.7585867, -73.9850867)",118
"(40.7470852, -73.9813445)",183
"(40.748374, -73.9804031)",103
"(40.7489883, -73.9799543)",156
"(40.7502242, -73.9790515)",159
"(40.7496069, -73.9795025)",60
"(40.7545458, -73.9757317)",0
"(40.7539599, -73.9758142)",0
"(40.762396, -73.978601)",198
"(40.7576937, -73.9693722)",173
"(40.7583747, -73.9709918)",92
"(40.7573902, -73.9822537)",130
"(40.752379, -73.970341)",159
"(40.7533087, -73.9725589)",91
"(40.75587, -73.97282)",129
"(40.7521844, -73.9875229)",39
"(40.752682, -73.9730143)",140
"(40.753367, -73.974648)",103
"(40.7603553, -73.9912267)",140
"(40.7615516, -73.9940688)",146
"(40.7591595, -73.9883858)",193
"(40.7579634, -73.9855335)",246
"(40.7621219, -73.9973838)",108
"(40.766548, -73.9904253)",61
"(40.7677405, -73.9932635)",49
"(40.7629646, -73.9818975)",99
"(40.7641596, -73.9847413)",76
"(40.7722297, -73.9900092)",47
"(40.7709763, -73.9909131)",42
"(40.7850311, -73.9827871)",0
"(40.8016434, -73.9685615)",16
"(40.8023277, -73.9681101)",10
"(40.7960273, -73.9750479)",4
"(40.795937, -73.9751895)",0
"(40.7961566, -73.974839)",0
"(40.8179683, -73.9603869)",6
"(40.8210957, -73.9577433)",0
"(40.822949, -73.9556877)",1
"(40.8270794, -73.9519791)",34
"(40.8227906, -73.9557843)",0
"(40.8228836, -73.9557283)",18
"(40.8379956, -73.9472602)",0
"(40.8375532, -73.9478771)",0
"(40.8343132, -73.9453927)",9
"(40.8341411, -73.9450015)",0
"(40.836397, -73.9485016)",0
"(40.8359026, -73.9473333)",0
"(40.770529, -73.980112)",45
"(40.771156, -73.979652)",44
"(40.8029837, -73.9638672)",102
"(40.8070867, -73.9608452)",0
"(40.8048897, -73.9624634)",60
"(40.8462256, -73.932258)",0
"(40.8465063, -73.9320492)",0
"(40.8467328, -73.9318876)",0
"(40.8479313, -73.9347436)",0
"(40.848626, -73.934239)",50
"(40.847419, -73.9351264)",0
"(40.849252, -73.9389728)",56
"(40.8518137, -73.9418352)",7
"(40.8240696, -73.9087114)",0
"(40.822715, -73.90314)",0
"(40.8165498, -73.9167848)",0
"(40.8237872, -73.9117339)",0
"(40.8122345, -73.9037068)",0
"(40.8633776, -73.9090758)",0
"(40.8655424, -73.9084821)",0
"(40.8164292, -73.9310173)",0
"(40.815336, -73.9306114)",0
"(40.8233126, -73.9285538)",0
"(40.8202648, -73.9297606)",0
"(40.82284, -73.928755)",0
"(40.7393646, -74.0027701)",15
"(40.7387436, -74.0024001)",22
"(40.730719, -74.00446)",17
"(40.7322539, -74.0035825)",79
"(40.7311289, -74.0042257)",25
"(40.805028, -73.95276)",19
"(40.80587, -73.952807)",12
"(40.80419, -73.952723)",12
"(40.804566, -73.9527396)",1
"(40.785095, -73.9688219)",0
"(40.780173, -73.959311)",60
"(40.8678058, -73.9300052)",27
"(40.866743, -73.928722)",40
"(40.8444301, -73.9226382)",0
"(40.8450933, -73.9223509)",0
"(40.8422287, -73.9275358)",0
"(40.839802, -73.928659)",0
"(40.838771, -73.928139)",0
"(40.837721, -73.927619)",0
"(40.836929, -73.927123)",0
"(40.8280932, -73.9308649)",0
"(40.8260973, -73.9315783)",0
"(40.8252067, -73.9313868)",0
"(40.828354, -73.9309634)",0
"(40.8291018, -73.9313524)",0
"(40.8301528, -73.9284865)",0
"(40.836109, -73.922372)",0
"(40.8359292, -73.9226512)",0
"(40.8354297, -73.923427)",0
"(40.835082, -73.923967)",0
"(40.8326303, -73.925372)",0
"(40.8303047, -73.9279256)",0
"(40.8246328, -73.9311092)",0
"(40.8205175, -73.930726)",0
"(40.8247512, -73.9311181)",0
"(40.8144167, -73.9311734)",0
"(40.8174563, -73.9308917)",0
"(40.8187005, -73.9303423)",0
"(40.8076958, -73.9295469)",0
"(40.808379, -73.929053)",0
"(40.8081856, -73.9309074)",0
"(40.809899, -73.928806)",0
"(40.8094229, -73.9296376)",0
"(40.8094728, -73.9030022)",0
"(40.8044567, -73.9118747)",0
"(40.8453728, -73.9140146)",0
"(40.771144, -73.9639165)",0
"(40.7717839, -73.9654336)",78
"(40.7704245, -73.9622107)",63
"(40.7675414, -73.953249)",111
"(40.7427418, -73.9541059)",0
"(40.7347045, -73.9523493)",0
"(40.7677952, -73.9359654)",0
"(40.7678709, -73.9359108)",0
"(40.772109, -73.9305988)",0
"(40.7722952, -73.9263032)",0
"(40.772114, -73.930126)",0
"(40.7721598, -73.9289332)",0
"(40.7341883, -73.9378469)",0
"(40.7291172, -73.9310312)",0
"(40.7351685, -73.9184093)",0
"(40.7350257, -73.9193659)",0
"(40.735393, -73.9169064)",0
"(40.7354353, -73.9183532)",0
"(40.7385617, -73.9032722)",0
"(40.7396129, -73.9007971)",0
"(40.735628, -73.923066)",0
"(40.7314745, -73.9191943)",0
"(40.7279783, -73.9071729)",0
"(40.7299373, -73.9117789)",0
"(40.7274673, -73.9078136)",0
"(40.7384235, -73.9036799)",0
"(40.7372212, -73.9065274)",0
"(40.7491086, -73.9251429)",0
"(40.7478616, -73.9253854)",0
"(40.7497479, -73.9250188)",0
"(40.751717, -73.9246232)",0
"(40.7177511, -73.9096243)",0
"(40.7178133, -73.9096786)",0
"(40.7177183, -73.9095956)",0
"(40.7178772, -73.9097344)",0
"(40.7175927, -73.9094699)",0
"(40.6758727, -73.9023838)",0
"(40.676255, -73.9074526)",0
"(40.6760291, -73.9034641)",0
"(40.675963, -73.9021506)",0
"(40.6763943, -73.901185)",0
"(40.6755847, -73.9031592)",0
"(40.6752551, -73.904114)",0
"(40.6758237, -73.9025103)",0
"(40.6756835, -73.9028869)",0
"(40.6742387, -73.906395)",0
"(40.6750883, -73.9043769)",0
"(40.674711, -73.9052391)",0
"(40.6751906, -73.9043995)",0
"(40.7219695, -73.9599228)",0
"(40.7171575, -73.9521294)",0
"(40.721181, -73.958648)",0
"(40.718694, -73.954655)",0
"(40.719493, -73.955942)",0
"(40.721733, -73.958056)",0
"(40.718462, -73.952803)",0
"(40.719246, -73.954061)",0
"(40.720049, -73.955348)",0
"(40.723386, -73.9340258)",0
"(40.7240513, -73.9360799)",0
"(40.7244078, -73.934468)",0
"(40.724058, -73.934302)",0
"(40.6959889, -73.9674114)",0
"(40.6959233, -73.9654605)",0
"(40.6962217, -73.9734531)",0
"(40.6962594, -73.9744442)",0
"(40.6960641, -73.9694016)",0
"(40.7070033, -73.9672797)",0
"(40.70483, -73.966325)",0
"(40.7033927, -73.9602916)",0
"(40.704211, -73.961207)",0
"(40.7051361, -73.9592913)",1
"(40.7048392, -73.9589535)",0
"(40.701382, -73.955091)",0
"(40.6964048, -73.9809391)",0
"(40.693341, -73.966881)",0
"(40.689673, -73.966135)",0
"(40.688209, -73.965822)",0
"(40.6815474, -73.964471)",0
"(40.6957093, -73.9673574)",0
"(40.686744, -73.965525)",0
"(40.684546, -73.965082)",0
"(40.714068, -73.953426)",0
"(40.7242592, -73.9373736)",0
"(40.722274, -73.941089)",0
"(40.7241493, -73.9376249)",0
"(40.723579, -73.938912)",0
"(40.723348, -73.939311)",0
"(40.7140688, -73.9537844)",0
"(40.6997325, -73.9614474)",0
"(40.699485, -73.961032)",0
"(40.6977478, -73.9619085)",0
"(40.696207, -73.961586)",0
"(40.700638, -73.9867716)",0
"(40.7006266, -73.9866179)",0
"(40.6918102, -73.9999133)",0
"(40.6922737, -73.9999782)",0
"(40.6722626, -73.9993089)",0
"(40.6723867, -73.9991318)",0
"(40.6762692, -74.0009978)",0
"(40.6760664, -74.0015799)",0
"(40.6732652, -74.00029)",0
"(40.6726261, -74.0005983)",0
"(40.6760963, -74.0009379)",0
"(40.6758549, -74.0013653)",0
"(40.680522, -74.00918)",0
"(40.6831963, -74.0060702)",0
"(40.675731, -74.014803)",0
"(40.6773342, -74.012923)",0
"(40.679991, -74.009805)",0
"(40.6783925, -74.0116807)",0
"(40.6719026, -73.9984583)",0
"(40.681911, -74.005037)",0
"(40.6800549, -74.0037871)",0
"(40.6766436, -74.0020498)",0
"(40.7326608, -73.9427807)",0
"(40.72775, -73.941992)",0
"(40.731613, -73.954495)",0
"(40.730907, -73.954379)",0
"(40.7145047, -73.9575206)",0
"(40.716765, -73.963391)",0
"(40.7175084, -73.9647138)",0
"(40.715306, -73.960436)",0
"(40.7148331, -73.9588018)",0
"(40.713306, -73.958342)",0
"(40.70294, -73.950247)",0
"(40.7281, -73.938189)",0
"(40.727474, -73.936228)",0
"(40.727571, -73.943873)",0
"(40.736213, -73.958635)",0
"(40.690908, -73.95541)",0
"(40.6898756, -73.9882842)",0
"(40.6867755, -73.9802283)",0
"(40.6881687, -73.9839805)",0
"(40.689018, -73.986155)",0
"(40.678485, -74.006185)",0
"(40.702232, -73.981175)",0
"(40.6917518, -73.9997364)",0
"(40.673008, -74.0084723)",0
"(40.6726656, -74.0086309)",0
"(40.6738064, -74.0000288)",0
"(40.6741662, -73.9998701)",0
"(40.7029142, -73.9943747)",0
"(40.6709743, -73.9999461)",0
"(40.6716215, -73.9996355)",0
"(40.6713162, -74.0012304)",0
"(40.6718702, -74.003218)",0
"(40.6733158, -74.0083363)",0
"(40.675818, -73.930457)",0
"(40.671474, -73.930868)",0
"(40.670583, -73.930952)",0
"(40.672363, -73.930785)",0
"(40.6821238, -73.9766029)",0
"(40.6814862, -73.9770285)",0
"(40.723082, -73.91317)",0
"(40.7722185, -73.9310226)",0
"(40.7723883, -73.9328611)",0
"(40.7727042, -73.932684)",0
"(40.730324, -73.918975)",0
"(40.731139, -73.919334)",0
"(40.8012376, -73.9577057)",31
"(40.8044185, -73.955367)",80
"(40.8073581, -73.9532242)",0
"(40.806353, -73.953957)",37
"(40.8018645, -73.957246)",35
"(40.803115, -73.956321)",37
"(40.757799, -73.945814)",0
"(40.7618781, -73.9425461)",0
"(40.760658, -73.943304)",0
"(40.7720182, -73.9333179)",0
"(40.7714419, -73.9341029)",0
"(40.8349476, -73.9469169)",11
"(40.8343098, -73.9487765)",0
"(40.8342323, -73.9488218)",0
"(40.8343523, -73.9490935)",0
"(40.840193, -73.943066)",205
"(40.8385135, -73.9398455)",20
"(40.8395698, -73.9398826)",11
"(40.8429055, -73.9384302)",23
"(40.8384634, -73.9437512)",33
"(40.8370771, -73.9442977)",34
"(40.8120997, -73.9041609)",0
"(40.8340866, -73.9483688)",0
"(40.8344377, -73.9490635)",0
"(40.672077, -73.911336)",0
"(40.6723777, -73.9106333)",0
"(40.696337, -73.9305)",0
"(40.697077, -73.931842)",0
"(40.696659, -73.931084)",0
"(40.714004, -73.9239641)",0
"(40.7138332, -73.9207681)",0
"(40.7147288, -73.9420046)",0
"(40.7140061, -73.9417117)",0
"(40.698433, -73.984924)",0
"(40.7231359, -73.9130045)",0
"(40.7698759, -73.9183827)",0
"(40.7684376, -73.9199879)",0
"(40.8043853, -73.9353347)",45
"(40.8137389, -73.9348887)",0
"(40.7485042, -73.988708)",178
"(40.7478958, -73.9891568)",142
"(40.7698275, -73.9917571)",0
"(40.7696438, -73.9918904)",71
"(40.7367035, -73.978122)",0
"(40.7358976, -73.9762261)",1
"(40.854908, -73.929644)",30
"(40.851696, -73.931995)",36
"(40.849895, -73.93331)",47
"(40.7704171, -73.9480717)",22
"(40.7709263, -73.9493095)",0
"(40.7936085, -73.9495061)",53
"(40.7923124, -73.9504746)",39
"(40.803699, -73.937914)",78
"(40.7843497, -73.9811702)",98
"(40.8115152, -73.9364514)",3
"(40.8082712, -73.9387908)",39
"(40.8064077, -73.940155)",73
"(40.8033422, -73.9528035)",0
"(40.806201, -73.9424194)",0
"(40.718017, -73.999956)",255
"(40.719786, -73.998524)",56
"(40.7385065, -73.9917962)",96
"(40.73733, -73.992654)",58
"(40.7390885, -73.9913746)",54
"(40.7402492, -73.9905314)",78
"(40.7950342, -73.9331724)",82
"(40.7827919, -73.9574044)",38
"(40.7865436, -73.9546622)",24
"(40.7853035, -73.9555649)",26
"(40.721252, -74.001447)",32
"(40.8005212, -73.9578682)",0
"(40.7595203, -73.9597732)",0
"(40.7428173, -73.9886483)",25
"(40.743451, -73.988194)",77
"(40.7182739, -74.0088803)",15
"(40.718642, -74.008819)",16
"(40.7948539, -73.9722601)",0
"(40.749101, -73.992006)",233
"(40.748469, -73.992463)",162
"(40.7167195, -73.9891454)",38
"(40.7169795, -73.9899465)",35
"(40.7883609, -73.9766072)",0
"(40.7888872, -73.9778627)",40
"(40.7760287, -73.9872606)",90
"(40.7155224, -74.0092214)",60
"(40.7160188, -74.0088192)",29
"(40.8517346, -73.9282329)",0
"(40.8537128, -73.9267875)",54
"(40.7815447, -73.9604135)",35
"(40.7768311, -73.9866683)",0
"(40.78717, -73.9519183)",0
"(40.7877943, -73.9514628)",0
"(40.7508018, -73.9785019)",0
"(40.7483355, -73.9803098)",0
"(40.7489496, -73.9798606)",0
"(40.7501873, -73.9789589)",0
"(40.7495663, -73.9794069)",0
"(40.7667142, -73.9671748)",0
"(40.7629704, -73.9699023)",0
"(40.7685964, -73.9658054)",0
"(40.7642122, -73.9689903)",0
"(40.7821577, -73.9559018)",0
"(40.7704703, -73.9644367)",0
"(40.7859102, -73.9531708)",0
"(40.7730982, -73.9624945)",0
"(40.7795391, -73.9578075)",0
"(40.784671, -73.9540727)",0
"(40.8014007, -73.9679942)",0
"(40.801452, -73.9681141)",0
"(40.7464581, -73.9819117)",0
"(40.7993575, -73.9590858)",17
"(40.7999881, -73.958632)",13
"(40.7502651, -73.979154)",0
"(40.7484151, -73.9805026)",0
"(40.7490283, -73.9800511)",0
"(40.7496476, -73.9795985)",0
"(40.7191185, -74.0069347)",20
"(40.7194943, -74.0068581)",0
"(40.700221, -73.962179)",0
"(40.697714, -73.964875)",0
"(40.8047078, -73.9124592)",1
"(40.7745088, -73.9883571)",0
"(40.7747491, -73.9881847)",61
"(40.7213301, -74.0083433)",23
"(40.7551201, -74.0024742)",64
"(40.6750761, -73.9698017)",0
"(40.672765, -73.9711048)",0
"(40.8369643, -73.9401714)",0
"(40.8344923, -73.940048)",11
"(40.8235511, -73.9284358)",0
"(40.8276566, -73.9260188)",0
"(40.8180341, -73.9252588)",0
"(40.8175055, -73.9232143)",0
"(40.818013, -73.925185)",0
"(40.818295, -73.9262589)",0
"(40.6898284, -73.9781436)",0
"(40.690346, -73.960293)",0
"(40.6894532, -73.9680779)",0
"(40.7548854, -73.9487948)",0
"(40.7564301, -73.9473115)",0
"(40.753787, -73.932022)",0
"(40.752693, -73.93291)",0
"(40.761557, -73.9302459)",0
"(40.7667528, -73.9259732)",0
"(40.763429, -73.9284422)",0
"(40.7642493, -73.9276258)",0
"(40.7625924, -73.9440984)",0
"(40.7621919, -73.9430918)",0
"(40.7142259, -73.9275097)",0
"(40.7140417, -73.9245556)",0
"(40.7294927, -74.0069526)",37
"(40.716193, -74.009201)",13
"(40.717619, -74.000274)",47
"(40.7151767, -74.0021357)",70
"(40.71693, -74.000818)",21
"(40.7157471, -74.0016907)",49
"(40.733055, -74.0063829)",30
"(40.734269, -74.0061934)",1
"(40.733743, -74.0062792)",40
"(40.75533, -73.991177)",206
"(40.7559486, -73.9907278)",270
"(40.7579117, -73.9892961)",142
"(40.7163041, -74.0109232)",51
"(40.734134, -73.999188)",62
"(40.7561419, -73.9831666)",151
"(40.755516, -73.983624)",135
"(40.7515176, -73.9939536)",260
"(40.7471981, -73.9970994)",121
"(40.7390619, -74.0030465)",24
"(40.7717021, -73.9787017)",0
"(40.7015608, -73.9876844)",0
"(40.7352492, -73.9528185)",0
"(40.74401, -73.9994252)",86
"(40.74463, -73.998972)",109
"(40.7093904, -73.9607438)",0
"(40.707524, -73.961144)",0
"(40.7375429, -74.0047793)",25
"(40.8491109, -73.9430192)",0
"(40.7032002, -73.9658082)",0
"(40.7015717, -73.9638135)",0
"(40.8660121, -73.9178311)",0
"(40.870225, -73.914694)",17
"(40.8342085, -73.94919)",0
"(40.8272172, -73.9366675)",20
"(40.8252298, -73.947602)",117
"(40.8240379, -73.9447664)",125
"(40.823648, -73.9438506)",128
"(40.7164964, -73.9947223)",0
"(40.7169745, -73.9944558)",73
"(40.7158789, -73.9950325)",3
"(40.755373, -73.987447)",92
"(40.7592102, -73.9846299)",284
"(40.759841, -73.984174)",231
"(40.7676993, -73.9810182)",0
"(40.753876, -73.9661536)",60
"(40.7798073, -73.9844842)",92
"(40.7830301, -73.9821288)",33
"(40.7804962, -73.9839851)",22
"(40.785659, -73.9802226)",24
"(40.7800516, -73.9850646)",0
"(40.7738091, -73.9840158)",0
"(40.702354, -73.984705)",0
"(40.702287, -73.982808)",0
"(40.6960499, -73.9630384)",0
"(40.6960931, -73.9626408)",0
"(40.670897, -73.914039)",0
"(40.67131, -73.913086)",0
"(40.8518568, -73.9028518)",0
"(40.8522294, -73.9033942)",0
"(40.8514968, -73.9023725)",0
"(40.8524006, -73.9034047)",0
"(40.8518813, -73.9027016)",0
