location,acci_counts
"(40.8279159, -73.9121589)",0
"(40.8089489, -73.9302655)",0
"(40.82244, -73.901988)",0
"(40.812476, -73.905413)",0
"(40.810998, -73.905838)",0
"(40.816514, -73.904)",0
"(40.8152789, -73.9044228)",0
"(40.820027, -73.90299)",0
"(40.818968, -73.903437)",0
"(40.824389, -73.901176)",0
"(40.817579, -73.903593)",0
"(40.8260134, -73.9005142)",0
"(40.842263, -73.905032)",0
"(40.840179, -73.926459)",0
"(40.841771, -73.925487)",0
"(40.80978, -73.9224)",0
"(40.808262, -73.918804)",0
"(40.8055659, -73.9124037)",0
"(40.802796, -73.906622)",0
"(40.803481, -73.907799)",0
"(40.811507, -73.903417)",0
"(40.808891, -73.906709)",0
"(40.8104974, -73.9050784)",0
"(40.809719, -73.906252)",0
"(40.82564, -73.921739)",0
"(40.82497, -73.922274)",0
"(40.8210047, -73.9246236)",0
"(40.8517015, -73.9044136)",0
"(40.851937, -73.905562)",0
"(40.820382, -73.926946)",0
"(40.849418, -73.911122)",0
"(40.8485925, -73.9069786)",0
"(40.849079, -73.909451)",0
"(40.848848, -73.908304)",0
"(40.850611, -73.91382)",0
"(40.806326, -73.909586)",0
"(40.812855, -73.907245)",0
"(40.815667, -73.9062358)",0
"(40.809266, -73.90853)",0
"(40.8084101, -73.9088377)",0
"(40.8147191, -73.9065802)",0
"(40.811399, -73.907764)",0
"(40.807452, -73.909182)",0
"(40.834452, -73.901202)",0
"(40.833616, -73.900565)",0
"(40.82828, -73.907031)",0
"(40.828176, -73.906295)",0
"(40.8320116, -73.9200419)",0
"(40.832355, -73.921062)",0
"(40.827114, -73.90508)",0
"(40.82692, -73.904293)",0
"(40.832317, -73.931602)",0
"(40.836094, -73.92926)",0
"(40.7985973, -73.9109058)",0
"(40.8586891, -73.9036444)",0
"(40.8583913, -73.9027782)",0
"(40.8580938, -73.9019131)",0
"(40.8577589, -73.9009391)",0
"(40.8525426, -73.905014)",0
"(40.8600997, -73.9098591)",0
"(40.8212481, -73.9099045)",0
"(40.8215038, -73.9111732)",0
"(40.8260807, -73.9230026)",0
"(40.8261234, -73.9231288)",0
"(40.822942, -73.914506)",0
"(40.822441, -73.912876)",0
"(40.823884, -73.917566)",0
"(40.823468, -73.916216)",0
"(40.855701, -73.914938)",0
"(40.878022, -73.902405)",0
"(40.87848, -73.903612)",0
"(40.851905, -73.916447)",0
"(40.85554, -73.914122)",0
"(40.846783, -73.907389)",0
"(40.830997, -73.928108)",0
"(40.816698, -73.923093)",0
"(40.843368, -73.915447)",0
"(40.843822, -73.916556)",0
"(40.878134, -73.906703)",0
"(40.879418, -73.905793)",0
"(40.8444095, -73.9250579)",0
"(40.8449271, -73.924657)",0
"(40.8441579, -73.9252618)",0
"(40.8785709, -73.9161217)",0
"(40.8787754, -73.9165606)",0
"(40.813432, -73.910019)",0
"(40.8148241, -73.909521)",0
"(40.823337, -73.905732)",0
"(40.820944, -73.906811)",0
"(40.819888, -73.907252)",0
"(40.825287, -73.904922)",0
"(40.818538, -73.907823)",0
"(40.8119188, -73.9102525)",0
"(40.8338729, -73.9185843)",0
"(40.834323, -73.919907)",0
"(40.811735, -73.9281435)",0
"(40.8790823, -73.9170286)",0
"(40.8785259, -73.9180483)",0
"(40.799851, -73.911458)",0
"(40.800447, -73.910857)",0
"(40.799258, -73.91206)",0
"(40.8129056, -73.9014465)",0
"(40.81218, -73.901093)",0
"(40.8152949, -73.9026132)",0
"(40.8589907, -73.9034744)",0
"(40.859342, -73.904475)",0
"(40.8570556, -73.9046754)",0
"(40.857399, -73.90566)",0
"(40.819542, -73.91352)",0
"(40.820175, -73.915902)",0
"(40.819747, -73.914264)",0
"(40.820647, -73.917713)",0
"(40.816318, -73.90301)",0
"(40.846954, -73.918623)",0
"(40.846454, -73.914388)",0
"(40.832216, -73.903435)",0
"(40.829104, -73.905531)",0
"(40.836592, -73.900567)",0
"(40.834622, -73.901856)",0
"(40.817129, -73.914853)",0
"(40.816588, -73.91402)",0
"(40.8160281, -73.9080465)",0
"(40.815075, -73.90347)",0
"(40.8158702, -73.9071853)",0
"(40.818691, -73.91857)",0
"(40.8616499, -73.9108015)",0
"(40.855251, -73.912761)",0
"(40.855787, -73.90557)",0
"(40.85537, -73.904727)",0
"(40.8549467, -73.9039604)",0
"(40.8544822, -73.9012471)",0
"(40.854773, -73.902988)",0
"(40.80906, -73.907537)",0
"(40.8096475, -73.9103664)",0
"(40.809457, -73.9094473)",0
"(40.8165532, -73.928292)",0
"(40.8165145, -73.9281415)",0
"(40.8172446, -73.9309521)",0
"(40.816747, -73.929031)",0
"(40.8162931, -73.9272989)",0
"(40.813731, -73.922088)",0
"(40.8055926, -73.910547)",0
"(40.8062465, -73.9120517)",0
"(40.815115, -73.929772)",0
"(40.8139721, -73.928173)",0
"(40.8129723, -73.9258032)",0
"(40.8135925, -73.9272946)",0
"(40.8133438, -73.9267219)",0
"(40.803367, -73.906052)",0
"(40.804046, -73.907225)",0
"(40.810405, -73.92195)",0
"(40.808924, -73.918431)",0
"(40.811941, -73.925553)",0
"(40.856204, -73.905222)",0
"(40.855888, -73.904305)",0
"(40.855614, -73.903514)",0
"(40.809346, -73.913513)",0
"(40.808007, -73.914332)",0
"(40.819595, -73.927301)",0
"(40.827809, -73.917222)",0
"(40.8426855, -73.9228537)",0
"(40.841132, -73.923995)",0
"(40.8627857, -73.9062356)",0
"(40.8600087, -73.9086107)",0
"(40.8637717, -73.9002516)",0
"(40.864183, -73.901182)",0
"(40.8653162, -73.9033274)",0
"(40.829446, -73.901533)",0
"(40.8265393, -73.90274)",0
"(40.820564, -73.905226)",0
"(40.819508, -73.905665)",0
"(40.818158, -73.906242)",0
"(40.853071, -73.919079)",0
"(40.818077, -73.914953)",0
"(40.821807, -73.913215)",0
"(40.819097, -73.91456)",0
"(40.820394, -73.913963)",0
"(40.818463, -73.914878)",0
"(40.823075, -73.912541)",0
"(40.8521726, -73.9207863)",0
"(40.848639, -73.91168)",0
"(40.848256, -73.909749)",0
"(40.8480275, -73.9085863)",0
"(40.8484427, -73.9106815)",0
"(40.8264685, -73.921104)",0
"(40.832608, -73.917609)",0
"(40.831422, -73.918307)",0
"(40.8291144, -73.9196425)",0
"(40.8281, -73.920201)",0
"(40.827211, -73.920694)",0
"(40.8340709, -73.9167222)",0
"(40.824387, -73.916773)",0
"(40.824104, -73.915877)",0
"(40.820296, -73.904107)",0
"(40.838336, -73.916917)",0
"(40.825996, -73.907931)",0
"(40.826511, -73.909556)",0
"(40.8378815, -73.9197079)",0
"(40.837669, -73.919202)",0
"(40.8301253, -73.9285932)",0
"(40.834774, -73.925265)",0
"(40.8372079, -73.9233038)",0
"(40.83602, -73.924298)",0
"(40.8605596, -73.9025004)",0
"(40.860918, -73.903514)",0
"(40.8577058, -73.9042795)",0
"(40.858047, -73.905264)",0
"(40.8424041, -73.9123944)",0
"(40.842883, -73.913568)",0
"(40.8146445, -73.90858)",0
"(40.8521315, -73.9174174)",0
"(40.8125217, -73.9292003)",0
"(40.8161272, -73.9266635)",0
"(40.824838, -73.916088)",0
"(40.823385, -73.918337)",0
"(40.822095, -73.92034)",0
"(40.811604, -73.9311472)",0
"(40.829592, -73.909482)",0
"(40.842556, -73.901958)",0
"(40.830226, -73.90896)",0
"(40.833417, -73.907085)",0
"(40.828773, -73.910308)",0
"(40.838018, -73.904509)",0
"(40.835724, -73.905784)",0
"(40.836508, -73.90535)",0
"(40.824992, -73.916614)",0
"(40.8254449, -73.9159347)",0
"(40.8263125, -73.9145842)",0
"(40.8257402, -73.9154653)",0
"(40.843661, -73.920035)",0
"(40.844366, -73.921744)",0
"(40.842252, -73.9176784)",0
"(40.822305, -73.914843)",0
"(40.822828, -73.916569)",0
"(40.826608, -73.92663)",0
"(40.826285, -73.925655)",0
"(40.8254412, -73.9235389)",0
"(40.823861, -73.919401)",0
"(40.819239, -73.904546)",0
"(40.82035, -73.909181)",0
"(40.82063, -73.9101244)",0
"(40.8208979, -73.9115192)",0
"(40.821032, -73.921948)",0
"(40.820833, -73.92119)",0
"(40.818956, -73.914031)",0
"(40.819527, -73.916201)",0
"(40.819995, -73.918011)",0
"(40.850019, -73.910695)",0
"(40.8501331, -73.9116237)",0
"(40.82914, -73.908103)",0
"(40.8367964, -73.9097405)",0
"(40.82998, -73.913988)",0
"(40.834722, -73.9112)",0
"(40.8258203, -73.9157268)",0
"(40.812824, -73.923829)",0
"(40.8080387, -73.9111083)",0
"(40.811652, -73.921035)",0
"(40.810351, -73.917599)",0
"(40.81438, -73.924751)",0
"(40.8151495, -73.9254639)",0
"(40.8117861, -73.9095984)",0
"(40.810742, -73.906225)",0
"(40.8357638, -73.9225021)",0
"(40.8345177, -73.9232142)",0
"(40.834484, -73.924394)",0
"(40.877047, -73.900214)",0
"(40.877307, -73.900612)",0
"(40.727041, -73.902226)",0
"(40.726938, -73.9008)",0
"(40.726977, -73.90129)",0
"(40.72701, -73.901762)",0
"(40.7405905, -73.9547569)",0
"(40.740258, -73.9548541)",0
"(40.7410664, -73.9607909)",0
"(40.7418068, -73.9603268)",0
"(40.7298804, -73.9108884)",0
"(40.7298804, -73.9101588)",0
"(40.7324956, -73.9256059)",0
"(40.730833, -73.918777)",0
"(40.730572, -73.917607)",0
"(40.719776, -73.906139)",0
"(40.719712, -73.908258)",0
"(40.718653, -73.911211)",0
"(40.71852, -73.912077)",0
"(40.748998, -73.907836)",0
"(40.744418, -73.914168)",0
"(40.744806, -73.913626)",0
"(40.747091, -73.903731)",0
"(40.751881, -73.920748)",0
"(40.7517322, -73.9206273)",0
"(40.734449, -73.920418)",0
"(40.734671, -73.920377)",0
"(40.729637, -73.910167)",0
"(40.7334162, -73.9003863)",0
"(40.7422913, -73.9518159)",0
"(40.716317, -73.901632)",0
"(40.715537, -73.907244)",0
"(40.716072, -73.903511)",0
"(40.715743, -73.906021)",0
"(40.716144, -73.901584)",0
"(40.708991, -73.909701)",0
"(40.707677, -73.907477)",0
"(40.705483, -73.903772)",0
"(40.708115, -73.908217)",0
"(40.706799, -73.905996)",0
"(40.705046, -73.903031)",0
"(40.706361, -73.905255)",0
"(40.705923, -73.904514)",0
"(40.708555, -73.90896)",0
"(40.709429, -73.910442)",0
"(40.709868, -73.911179)",0
"(40.7350162, -73.9099193)",0
"(40.734677, -73.908647)",0
"(40.734232, -73.906899)",0
"(40.734011, -73.906018)",0
"(40.734453, -73.907773)",0
"(40.7623732, -73.9034333)",0
"(40.7636084, -73.9042156)",0
"(40.766183, -73.93682)",0
"(40.7667686, -73.9384589)",0
"(40.766475, -73.937635)",0
"(40.7659009, -73.9360169)",0
"(40.7354197, -73.9175)",0
"(40.737145, -73.917091)",0
"(40.738945, -73.916512)",0
"(40.7555927, -73.9118106)",0
"(40.7553939, -73.9119854)",0
"(40.738989, -73.916685)",0
"(40.7408627, -73.9163076)",0
"(40.7174084, -73.9193154)",0
"(40.7395553, -73.9452923)",0
"(40.7402478, -73.9450769)",0
"(40.740936, -73.94484)",0
"(40.741631, -73.944599)",0
"(40.747988, -73.91193)",0
"(40.747764, -73.909919)",0
"(40.713348, -73.903802)",0
"(40.7301707, -73.9190324)",0
"(40.729879, -73.91773)",0
"(40.707154, -73.908012)",0
"(40.7676894, -73.9255366)",0
"(40.7684418, -73.9271495)",0
"(40.770545, -73.932046)",0
"(40.7700484, -73.9305722)",0
"(40.7679205, -73.9254212)",0
"(40.767011, -73.923502)",0
"(40.7607965, -73.9108922)",0
"(40.7614166, -73.9114836)",0
"(40.7620248, -73.9121031)",0
"(40.7602472, -73.9102345)",0
"(40.780733, -73.918618)",0
"(40.7792212, -73.9164677)",0
"(40.7832609, -73.9159678)",0
"(40.776542, -73.9237433)",0
"(40.778454, -73.921395)",0
"(40.782385, -73.916593)",0
"(40.78009, -73.919394)",0
"(40.7812661, -73.9179676)",0
"(40.776883, -73.92331)",0
"(40.781803, -73.917304)",0
"(40.7779447, -73.9219968)",0
"(40.7830929, -73.915729)",0
"(40.778952, -73.920787)",0
"(40.7774189, -73.9226582)",0
"(40.779489, -73.920127)",0
"(40.729993, -73.903982)",0
"(40.7300993, -73.9041736)",0
"(40.710952, -73.907695)",0
"(40.710183, -73.908481)",0
"(40.711397, -73.907242)",0
"(40.707908, -73.910805)",0
"(40.7494993, -73.9185762)",0
"(40.749159, -73.920342)",0
"(40.749345, -73.919359)",0
"(40.720931, -73.91246)",0
"(40.721001, -73.910559)",0
"(40.721084, -73.908343)",0
"(40.72095, -73.911945)",0
"(40.7211367, -73.906949)",0
"(40.756953, -73.9346492)",0
"(40.7554088, -73.931839)",0
"(40.758236, -73.937009)",0
"(40.7558212, -73.9325753)",0
"(40.756239, -73.933345)",0
"(40.757808, -73.936225)",0
"(40.756571, -73.933958)",0
"(40.757393, -73.935465)",0
"(40.749186, -73.900582)",0
"(40.748956, -73.899692)",0
"(40.751086, -73.907888)",0
"(40.750853, -73.907)",0
"(40.749465, -73.901657)",0
"(40.7506299, -73.9061242)",0
"(40.750392, -73.905224)",0
"(40.749932, -73.903447)",0
"(40.7497, -73.90256)",0
"(40.750244, -73.920127)",0
"(40.770791, -73.920787)",0
"(40.7694083, -73.9224342)",0
"(40.762475, -73.928291)",0
"(40.7607889, -73.9296584)",0
"(40.743525, -73.939496)",0
"(40.744748, -73.93926)",0
"(40.7464855, -73.9323147)",0
"(40.7458804, -73.9266862)",0
"(40.7462043, -73.9295048)",0
"(40.7459921, -73.927622)",0
"(40.7463124, -73.9304087)",0
"(40.7460994, -73.9285555)",0
"(40.7464172, -73.9313322)",0
"(40.742595, -73.903393)",0
"(40.742695, -73.903794)",0
"(40.742507, -73.902974)",0
"(40.742323, -73.902141)",0
"(40.74347, -73.908956)",0
"(40.742805, -73.904277)",0
"(40.7433377, -73.9080418)",0
"(40.742161, -73.901185)",0
"(40.742066, -73.900355)",0
"(40.7135972, -73.906831)",0
"(40.713715, -73.905563)",0
"(40.758134, -73.9074323)",0
"(40.7569966, -73.9078346)",0
"(40.746031, -73.913373)",0
"(40.7235362, -73.9174282)",0
"(40.7542976, -73.9469847)",0
"(40.7535396, -73.9452686)",0
"(40.776934, -73.919258)",0
"(40.7449348, -73.9325775)",0
"(40.7475085, -73.9414904)",0
"(40.722372, -73.910646)",0
"(40.722447, -73.908422)",0
"(40.722314, -73.912041)",0
"(40.722396, -73.912044)",0
"(40.7289293, -73.9194976)",0
"(40.729587, -73.922561)",0
"(40.729901, -73.923984)",0
"(40.7519287, -73.9025825)",0
"(40.7715045, -73.9312952)",0
"(40.776443, -73.933498)",0
"(40.7460862, -73.9448531)",0
"(40.7366879, -73.9081481)",0
"(40.73793, -73.908555)",0
"(40.735325, -73.908346)",0
"(40.719857, -73.910484)",0
"(40.721687, -73.910603)",0
"(40.720313, -73.910514)",0
"(40.724137, -73.910759)",0
"(40.7404528, -73.9499151)",0
"(40.7411527, -73.9496909)",0
"(40.710483, -73.902678)",0
"(40.704564, -73.910655)",0
"(40.708867, -73.906257)",0
"(40.706598, -73.908579)",0
"(40.705471, -73.90973)",0
"(40.71085, -73.901266)",0
"(40.7361741, -73.905733)",0
"(40.734865, -73.906607)",0
"(40.72046, -73.908304)",0
"(40.7190394, -73.9082428)",0
"(40.72177, -73.908383)",0
"(40.7525956, -73.9023124)",0
"(40.717481, -73.908623)",0
"(40.708974, -73.91566)",0
"(40.710093, -73.914516)",0
"(40.70153, -73.923133)",0
"(40.7740282, -73.9245065)",0
"(40.773757, -73.923806)",0
"(40.773464, -73.923148)",0
"(40.775021, -73.926415)",0
"(40.7479481, -73.9424347)",0
"(40.710157, -73.907327)",0
"(40.713117, -73.909715)",0
"(40.711778, -73.910413)",0
"(40.743878, -73.9562094)",0
"(40.7443333, -73.9585095)",0
"(40.763239, -73.9089172)",0
"(40.765872, -73.9144866)",0
"(40.7624946, -73.9073039)",0
"(40.7617063, -73.9055997)",0
"(40.7636126, -73.909717)",0
"(40.7643738, -73.9112914)",0
"(40.7680431, -73.919117)",0
"(40.7673725, -73.9176868)",0
"(40.7612893, -73.9047133)",0
"(40.7647489, -73.9120914)",0
"(40.7666253, -73.9160933)",0
"(40.7677484, -73.9184885)",0
"(40.7640007, -73.9104957)",0
"(40.7628656, -73.9081131)",0
"(40.7669963, -73.9168845)",0
"(40.7621267, -73.906499)",0
"(40.7662458, -73.9152839)",0
"(40.7651229, -73.912889)",0
"(40.7705086, -73.9254679)",0
"(40.7692183, -73.9222009)",0
"(40.7786682, -73.9094555)",0
"(40.7804379, -73.907301)",0
"(40.74342, -73.93857)",0
"(40.7450662, -73.9382658)",0
"(40.762725, -73.926988)",0
"(40.765981, -73.924339)",0
"(40.7604087, -73.9288436)",0
"(40.762098, -73.927492)",0
"(40.7433961, -73.9384098)",0
"(40.7405677, -73.9384619)",0
"(40.770519, -73.919774)",0
"(40.733963, -73.920509)",0
"(40.7677615, -73.905226)",0
"(40.7567195, -73.9142088)",0
"(40.7657203, -73.9069154)",0
"(40.7578348, -73.9133015)",0
"(40.7616439, -73.9101898)",0
"(40.732349, -73.921528)",0
"(40.730971, -73.92204)",0
"(40.731656, -73.921783)",0
"(40.730293, -73.922294)",0
"(40.7433313, -73.9186659)",0
"(40.749356, -73.917456)",0
"(40.746568, -73.918014)",0
"(40.744901, -73.918349)",0
"(40.7721531, -73.9002379)",0
"(40.7355912, -73.9046115)",0
"(40.73586, -73.90517)",0
"(40.735217, -73.903787)",0
"(40.7356465, -73.9047046)",0
"(40.734767, -73.902866)",0
"(40.73434, -73.901943)",0
"(40.7417048, -73.9520113)",0
"(40.7357001, -73.9037702)",0
"(40.735679, -73.902829)",0
"(40.7356483, -73.901894)",0
"(40.735634, -73.900955)",0
"(40.740704, -73.9473783)",0
"(40.7397388, -73.9427237)",0
"(40.755345, -73.90798)",0
"(40.744931, -73.901492)",0
"(40.74432, -73.900787)",0
"(40.737722, -73.922069)",0
"(40.736607, -73.922856)",0
"(40.719003, -73.905277)",0
"(40.718795, -73.906707)",0
"(40.718933, -73.910702)",0
"(40.7521686, -73.9254889)",0
"(40.7690058, -73.9119309)",0
"(40.759345, -73.9197903)",0
"(40.7787849, -73.9001675)",0
"(40.7769699, -73.9023866)",0
"(40.7439682, -73.9270805)",0
"(40.7442991, -73.9270112)",0
"(40.7382059, -73.9282261)",0
"(40.7421227, -73.927441)",0
"(40.740278, -73.9278108)",0
"(40.7475188, -73.9263663)",0
"(40.7672248, -73.9189014)",0
"(40.7649713, -73.9053158)",0
"(40.7660932, -73.9077232)",0
"(40.766827, -73.9092956)",0
"(40.764235, -73.9037414)",0
"(40.7672009, -73.9100967)",0
"(40.7664552, -73.9084988)",0
"(40.7653442, -73.9061282)",0
"(40.7645948, -73.9045053)",0
"(40.7675838, -73.9108899)",0
"(40.7456093, -73.9461835)",0
"(40.7459762, -73.9480699)",0
"(40.7464113, -73.9503066)",0
"(40.7473335, -73.9550472)",0
"(40.771497, -73.9293936)",0
"(40.7708638, -73.9299088)",0
"(40.77491, -73.928196)",0
"(40.774637, -73.928339)",0
"(40.7733864, -73.9289911)",0
"(40.760202, -73.937489)",0
"(40.758865, -73.938319)",0
"(40.741973, -73.903545)",0
"(40.715515, -73.902443)",0
"(40.714197, -73.902045)",0
"(40.7520698, -73.9008749)",0
"(40.71276, -73.902243)",0
"(40.711489, -73.901595)",0
"(40.725763, -73.904206)",0
"(40.72439, -73.904368)",0
"(40.723707, -73.904448)",0
"(40.723009, -73.904571)",0
"(40.717856, -73.903063)",0
"(40.716866, -73.902787)",0
"(40.715646, -73.901443)",0
"(40.715282, -73.904224)",0
"(40.715398, -73.90333)",0
"(40.715069, -73.905868)",0
"(40.698014, -73.902644)",0
"(40.6959307, -73.9046781)",0
"(40.699162, -73.901524)",0
"(40.733834, -73.919612)",0
"(40.7532725, -73.920549)",0
"(40.724858, -73.900652)",0
"(40.725428, -73.901158)",0
"(40.724288, -73.900146)",0
"(40.747295, -73.91212)",0
"(40.74686, -73.909675)",0
"(40.714724, -73.911739)",0
"(40.714176, -73.912283)",0
"(40.713607, -73.912872)",0
"(40.714641, -73.911595)",0
"(40.715189, -73.911052)",0
"(40.715737, -73.910507)",0
"(40.7503475, -73.900055)",0
"(40.745731, -73.902117)",0
"(40.751053, -73.899738)",0
"(40.746909, -73.901602)",0
"(40.7501746, -73.8996484)",0
"(40.7561059, -73.9007244)",0
"(40.73172, -73.901765)",0
"(40.729719, -73.903413)",0
"(40.729004, -73.904029)",0
"(40.6986876, -73.9095334)",0
"(40.765226, -73.922741)",0
"(40.7656061, -73.9235436)",0
"(40.7676161, -73.9278212)",0
"(40.737486, -73.936033)",0
"(40.736923, -73.93752)",0
"(40.7449613, -73.9354111)",0
"(40.7377513, -73.936771)",0
"(40.7380295, -73.9367141)",0
"(40.7430825, -73.9357664)",0
"(40.7412385, -73.9361122)",0
"(40.7403521, -73.9363299)",0
"(40.7859684, -73.9153688)",0
"(40.7807459, -73.9146044)",0
"(40.7835835, -73.918269)",0
"(40.778574, -73.917255)",0
"(40.7181398, -73.9083822)",0
"(40.7792827, -73.9008727)",0
"(40.712214, -73.911162)",0
"(40.711057, -73.909963)",0
"(40.776774, -73.934524)",0
"(40.7390818, -73.9598829)",0
"(40.7392783, -73.9598191)",0
"(40.6982541, -73.9087823)",0
"(40.7699099, -73.9259637)",0
"(40.7718717, -73.9301966)",0
"(40.719051, -73.913398)",0
"(40.7162913, -73.9118533)",0
"(40.748358, -73.907132)",0
"(40.755628, -73.905294)",0
"(40.757178, -73.905575)",0
"(40.724429, -73.914871)",0
"(40.72648, -73.91465)",0
"(40.7451182, -73.9474384)",0
"(40.7452855, -73.9483012)",0
"(40.7461858, -73.9529461)",0
"(40.7457188, -73.9505364)",0
"(40.7466379, -73.9552781)",0
"(40.743453, -73.904303)",0
"(40.6967513, -73.906133)",0
"(40.7290458, -73.9021392)",0
"(40.7162763, -73.9074386)",0
"(40.716421, -73.906176)",0
"(40.721601, -73.912984)",0
"(40.721636, -73.91199)",0
"(40.709851, -73.917142)",0
"(40.710967, -73.916002)",0
"(40.7562354, -73.9123956)",0
"(40.7608999, -73.9085969)",0
"(40.73103, -73.918726)",0
"(40.748016, -73.9397386)",0
"(40.7446222, -73.9486711)",0
"(40.745492, -73.9531856)",0
"(40.7450383, -73.9507702)",0
"(40.7459474, -73.9555124)",0
"(40.7461879, -73.9566514)",0
"(40.7428784, -73.933942)",0
"(40.7413716, -73.9209487)",0
"(40.741908, -73.925588)",0
"(40.7424477, -73.9302418)",0
"(40.7436274, -73.9404517)",0
"(40.7422291, -73.9283627)",0
"(40.7425534, -73.9311586)",0
"(40.742983, -73.934868)",0
"(40.7415908, -73.9228121)",0
"(40.7423388, -73.9293061)",0
"(40.7426591, -73.9320825)",0
"(40.7433053, -73.9376534)",0
"(40.7438315, -73.9417706)",0
"(40.7416978, -73.9237376)",0
"(40.7431934, -73.9367078)",0
"(40.7412726, -73.9200222)",0
"(40.7411612, -73.9191018)",0
"(40.7410543, -73.9181651)",0
"(40.7418026, -73.9246619)",0
"(40.741478, -73.921883)",0
"(40.742767, -73.9330121)",0
"(40.7368396, -73.9074804)",0
"(40.738609, -73.90741)",0
"(40.749294, -73.942945)",0
"(40.750241, -73.942072)",0
"(40.7601811, -73.9329043)",0
"(40.7735424, -73.92216)",0
"(40.773931, -73.921656)",0
"(40.7810949, -73.9129106)",0
"(40.7828719, -73.9107466)",0
"(40.777494, -73.9172945)",0
"(40.7751748, -73.9290481)",0
"(40.7744012, -73.9275687)",0
"(40.7734858, -73.9249436)",0
"(40.774088, -73.926909)",0
"(40.777056, -73.935399)",0
"(40.717588, -73.904861)",0
"(40.716626, -73.904614)",0
"(40.711272, -73.903036)",0
"(40.708979, -73.90183)",0
"(40.707668, -73.901051)",0
"(40.711088, -73.902952)",0
"(40.7146, -73.9040199)",0
"(40.7201085, -73.9055932)",0
"(40.731157, -73.901129)",0
"(40.7403795, -73.9521399)",0
"(40.7404054, -73.9522659)",0
"(40.7404387, -73.9524278)",0
"(40.734339, -73.910239)",0
"(40.739063, -73.926157)",0
"(40.73822, -73.926327)",0
"(40.740065, -73.925955)",0
"(40.7689047, -73.9069026)",0
"(40.7695933, -73.9067868)",0
"(40.7700658, -73.9067738)",0
"(40.7120036, -73.9192594)",0
"(40.7462786, -73.9332675)",0
"(40.7464307, -73.9439834)",0
"(40.7843098, -73.915926)",0
"(40.77224, -73.92743)",0
"(40.772845, -73.927443)",0
"(40.7355959, -73.9369045)",0
"(40.7356516, -73.9366938)",0
"(40.7362105, -73.9352)",0
"(40.7442951, -73.9298588)",0
"(40.7446234, -73.9297877)",0
"(40.7405989, -73.9306051)",0
"(40.7373994, -73.9319659)",0
"(40.7490196, -73.9544685)",0
"(40.749405, -73.9543419)",0
"(40.766914, -73.936366)",0
"(40.764616, -73.937796)",0
"(40.71537, -73.9127155)",0
"(40.713822, -73.910158)",0
"(40.7152665, -73.912631)",0
"(40.7648306, -73.9270751)",0
"(40.765983, -73.9291499)",0
"(40.7006082, -73.9099331)",0
"(40.704409, -73.904865)",0
"(40.7796409, -73.9108408)",0
"(40.7814089, -73.908674)",0
"(40.7778084, -73.9130771)",0
"(40.74233, -73.941158)",0
"(40.741691, -73.941818)",0
"(40.744405, -73.940316)",0
"(40.7411816, -73.9423002)",0
"(40.769851, -73.922948)",0
"(40.725403, -73.899431)",0
"(40.72427, -73.901813)",0
"(40.7598474, -73.9063123)",0
"(40.7825201, -73.9197488)",0
"(40.743064, -73.942762)",0
"(40.741242, -73.942596)",0
"(40.6987622, -73.9188382)",0
"(40.693041, -73.924439)",0
"(40.694001, -73.923498)",0
"(40.724216, -73.901816)",0
"(40.759308, -73.944167)",0
"(40.757809, -73.940022)",0
"(40.758984, -73.943296)",0
"(40.758111, -73.940862)",0
"(40.758398, -73.941662)",0
"(40.758683, -73.942456)",0
"(40.750119, -73.908319)",0
"(40.749767, -73.907509)",0
"(40.749337, -73.906698)",0
"(40.748859, -73.905913)",0
"(40.748383, -73.905137)",0
"(40.710643, -73.905639)",0
"(40.710259, -73.907218)",0
"(40.7454691, -73.9465417)",0
"(40.741949, -73.902282)",0
"(40.741135, -73.935235)",0
"(40.7414581, -73.9380117)",0
"(40.7413479, -73.9370988)",0
"(40.738631, -73.908323)",0
"(40.738488, -73.901785)",0
"(40.738463, -73.900842)",0
"(40.7385698, -73.90554)",0
"(40.7385548, -73.9045903)",0
"(40.7385843, -73.9064695)",0
"(40.77537, -73.92117)",0
"(40.770733, -73.916189)",0
"(40.7830547, -73.9191058)",0
"(40.7131888, -73.9107363)",0
"(40.7660881, -73.9348902)",0
"(40.766437, -73.935506)",0
"(40.735656, -73.909597)",0
"(40.734633, -73.905736)",0
"(40.735094, -73.907476)",0
"(40.717996, -73.902101)",0
"(40.717721, -73.903972)",0
"(40.717364, -73.90639)",0
"(40.775598, -73.936152)",0
"(40.7262749, -73.9011572)",0
"(40.726602, -73.90052)",0
"(40.713153, -73.910223)",0
"(40.709412, -73.916401)",0
"(40.710529, -73.915264)",0
"(40.7571019, -73.9150068)",0
"(40.7586056, -73.9137906)",0
"(40.7620219, -73.9109909)",0
"(40.7431107, -73.9196538)",0
"(40.741812, -73.919918)",0
"(40.776448, -73.919853)",0
"(40.693866, -73.925972)",0
"(40.694855, -73.924995)",0
"(40.698436, -73.903356)",0
"(40.7004962, -73.9013733)",0
"(40.699584, -73.902239)",0
"(40.6963432, -73.9053964)",0
"(40.7697437, -73.9124484)",0
"(40.7700359, -73.9121817)",0
"(40.733762, -73.93742)",0
"(40.734345, -73.935866)",0
"(40.7349022, -73.9343879)",0
"(40.7440785, -73.9280008)",0
"(40.7444054, -73.9279298)",0
"(40.737809, -73.929237)",0
"(40.7403827, -73.9287279)",0
"(40.7474488, -73.9273274)",0
